// Validating benchmarks:
// ***** BenchmarkRunner: Start   *****
// ***** Found 5 benchmark(s) in total *****
// ***** Building 1 exe(s) in Parallel: Start   *****
// start dotnet restore  /p:UseSharedCompilation=false /p:BuildInParallel=false /m:1 in C:\Users\sverma\source\repos\PerformanceBenchmark\PerformanceBenchmark\bin\Release\netcoreapp2.2\509d8840-cb70-4ca9-9371-20a22c0c972b
// command took 3.16s and exited with 0
// start dotnet build -c Release  --no-restore /p:UseSharedCompilation=false /p:BuildInParallel=false /m:1 in C:\Users\sverma\source\repos\PerformanceBenchmark\PerformanceBenchmark\bin\Release\netcoreapp2.2\509d8840-cb70-4ca9-9371-20a22c0c972b
// command took 5.22s and exited with 0
// ***** Done, took 00:00:08 (8.9 sec)   *****
// Found 5 benchmarks:
//   ForEachVsFor.Foreach: Core(Runtime=Core) [N=10]
//   ForEachVsFor.ListInsertion: Core(Runtime=Core) [N=10]
//   ForEachVsFor.DictionaryInsertion: Core(Runtime=Core) [N=10]
//   ForEachVsFor.While: Core(Runtime=Core) [N=10]
//   ForEachVsFor.For: Core(Runtime=Core) [N=10]

Setup power plan (GUID: 8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c FriendlyName: High performance)// **************************
// Benchmark: ForEachVsFor.Foreach: Core(Runtime=Core) [N=10]
// *** Execute ***
// Launch: 1 / 1
// Execute: dotnet "509d8840-cb70-4ca9-9371-20a22c0c972b.dll" --benchmarkName "PerformanceBenchmark.ForEachVsFor.Foreach(N: 10)" --job "Core" --benchmarkId 0 in C:\Users\sverma\source\repos\PerformanceBenchmark\PerformanceBenchmark\bin\Release\netcoreapp2.2\509d8840-cb70-4ca9-9371-20a22c0c972b\bin\Release\netcoreapp2.2
// BeforeAnythingElse

// Benchmark Process Environment Information:
// Runtime=.NET Core 2.2.6 (CoreCLR 4.6.27817.03, CoreFX 4.6.27818.02), 64bit RyuJIT
// GC=Concurrent Workstation
// Job: Core(Runtime=Core)

OverheadWarmup   3: 8388608 op, 68707153.30 ns, 8.1905 ns/op
OverheadWarmup   4: 8388608 op, 72174456.25 ns, 8.6039 ns/op
OverheadWarmup   5: 8388608 op, 80049916.33 ns, 9.5427 ns/op
OverheadWarmup   6: 8388608 op, 22311372.41 ns, 2.6597 ns/op

OverheadActual   1: 8388608 op, 19453801.32 ns, 2.3191 ns/op
OverheadActual   2: 8388608 op, 18506383.04 ns, 2.2061 ns/op
OverheadActual   3: 8388608 op, 17581574.43 ns, 2.0959 ns/op
OverheadActual   4: 8388608 op, 21646575.05 ns, 2.5805 ns/op
OverheadActual   5: 8388608 op, 20671077.01 ns, 2.4642 ns/op
OverheadActual   6: 8388608 op, 20170017.46 ns, 2.4045 ns/op
OverheadActual   7: 8388608 op, 22976899.11 ns, 2.7391 ns/op
OverheadActual   8: 8388608 op, 18263511.38 ns, 2.1772 ns/op
OverheadActual   9: 8388608 op, 21576193.33 ns, 2.5721 ns/op
OverheadActual  10: 8388608 op, 21684500.96 ns, 2.5850 ns/op
OverheadActual  11: 8388608 op, 22006506.48 ns, 2.6234 ns/op
OverheadActual  12: 8388608 op, 19398735.83 ns, 2.3125 ns/op
OverheadActual  13: 8388608 op, 20696604.06 ns, 2.4672 ns/op
OverheadActual  14: 8388608 op, 20015031.79 ns, 2.3860 ns/op
OverheadActual  15: 8388608 op, 23177833.48 ns, 2.7630 ns/op
OverheadActual  16: 8388608 op, 21941230.16 ns, 2.6156 ns/op
OverheadActual  17: 8388608 op, 20734894.64 ns, 2.4718 ns/op
OverheadActual  18: 8388608 op, 23518072.61 ns, 2.8036 ns/op
OverheadActual  19: 8388608 op, 19916934.97 ns, 2.3743 ns/op
OverheadActual  20: 8388608 op, 22027292.79 ns, 2.6259 ns/op

WorkloadWarmup   1: 8388608 op, 574209509.26 ns, 68.4511 ns/op
WorkloadWarmup   2: 8388608 op, 506933694.21 ns, 60.4312 ns/op
WorkloadWarmup   3: 8388608 op, 439157184.28 ns, 52.3516 ns/op
WorkloadWarmup   4: 8388608 op, 319092885.28 ns, 38.0388 ns/op
WorkloadWarmup   5: 8388608 op, 382193933.39 ns, 45.5611 ns/op
WorkloadWarmup   6: 8388608 op, 398544009.91 ns, 47.5101 ns/op
WorkloadWarmup   7: 8388608 op, 565200283.42 ns, 67.3771 ns/op
WorkloadWarmup   8: 8388608 op, 418295748.40 ns, 49.8647 ns/op
WorkloadWarmup   9: 8388608 op, 399589160.34 ns, 47.6347 ns/op
WorkloadWarmup  10: 8388608 op, 317535370.46 ns, 37.8532 ns/op
WorkloadWarmup  11: 8388608 op, 306110556.20 ns, 36.4912 ns/op
WorkloadWarmup  12: 8388608 op, 301906250.81 ns, 35.9900 ns/op
WorkloadWarmup  13: 8388608 op, 387332164.19 ns, 46.1736 ns/op
WorkloadWarmup  14: 8388608 op, 400274379.34 ns, 47.7164 ns/op
WorkloadWarmup  15: 8388608 op, 430748938.17 ns, 51.3493 ns/op
WorkloadWarmup  16: 8388608 op, 468697817.69 ns, 55.8731 ns/op
WorkloadWarmup  17: 8388608 op, 409318249.03 ns, 48.7945 ns/op

// BeforeActualRun
WorkloadActual   1: 8388608 op, 344297931.32 ns, 41.0435 ns/op
WorkloadActual   2: 8388608 op, 411289666.76 ns, 49.0295 ns/op
WorkloadActual   3: 8388608 op, 409450625.03 ns, 48.8103 ns/op
WorkloadActual   4: 8388608 op, 443462139.19 ns, 52.8648 ns/op
WorkloadActual   5: 8388608 op, 298923961.84 ns, 35.6345 ns/op
WorkloadActual   6: 8388608 op, 304986271.92 ns, 36.3572 ns/op
WorkloadActual   7: 8388608 op, 338285946.01 ns, 40.3268 ns/op
WorkloadActual   8: 8388608 op, 353608011.70 ns, 42.1534 ns/op
WorkloadActual   9: 8388608 op, 448034034.12 ns, 53.4098 ns/op
WorkloadActual  10: 8388608 op, 501289298.44 ns, 59.7583 ns/op
WorkloadActual  11: 8388608 op, 399468453.85 ns, 47.6204 ns/op
WorkloadActual  12: 8388608 op, 322090855.15 ns, 38.3962 ns/op
WorkloadActual  13: 8388608 op, 327170738.41 ns, 39.0018 ns/op
WorkloadActual  14: 8388608 op, 300547117.65 ns, 35.8280 ns/op
WorkloadActual  15: 8388608 op, 294106277.87 ns, 35.0602 ns/op
WorkloadActual  16: 8388608 op, 329056458.18 ns, 39.2266 ns/op
WorkloadActual  17: 8388608 op, 298679631.49 ns, 35.6054 ns/op
WorkloadActual  18: 8388608 op, 312146245.21 ns, 37.2107 ns/op
WorkloadActual  19: 8388608 op, 312824900.11 ns, 37.2916 ns/op
WorkloadActual  20: 8388608 op, 319511164.26 ns, 38.0887 ns/op
WorkloadActual  21: 8388608 op, 291916786.19 ns, 34.7992 ns/op
WorkloadActual  22: 8388608 op, 306182031.95 ns, 36.4997 ns/op
WorkloadActual  23: 8388608 op, 331175203.46 ns, 39.4792 ns/op
WorkloadActual  24: 8388608 op, 300144884.25 ns, 35.7801 ns/op
WorkloadActual  25: 8388608 op, 293215748.44 ns, 34.9540 ns/op
WorkloadActual  26: 8388608 op, 321740769.87 ns, 38.3545 ns/op
WorkloadActual  27: 8388608 op, 330124582.95 ns, 39.3539 ns/op
WorkloadActual  28: 8388608 op, 298173466.53 ns, 35.5450 ns/op
WorkloadActual  29: 8388608 op, 299002001.69 ns, 35.6438 ns/op
WorkloadActual  30: 8388608 op, 341830559.45 ns, 40.7494 ns/op
WorkloadActual  31: 8388608 op, 304210249.55 ns, 36.2647 ns/op
WorkloadActual  32: 8388608 op, 294577069.63 ns, 35.1163 ns/op
WorkloadActual  33: 8388608 op, 335502038.70 ns, 39.9950 ns/op
WorkloadActual  34: 8388608 op, 307022601.29 ns, 36.5999 ns/op
WorkloadActual  35: 8388608 op, 298653010.42 ns, 35.6022 ns/op
WorkloadActual  36: 8388608 op, 377191725.30 ns, 44.9648 ns/op
WorkloadActual  37: 8388608 op, 399219018.09 ns, 47.5906 ns/op
WorkloadActual  38: 8388608 op, 431614305.21 ns, 51.4524 ns/op
WorkloadActual  39: 8388608 op, 422502971.17 ns, 50.3663 ns/op
WorkloadActual  40: 8388608 op, 297191039.71 ns, 35.4279 ns/op
WorkloadActual  41: 8388608 op, 295899006.23 ns, 35.2739 ns/op
WorkloadActual  42: 8388608 op, 317563085.55 ns, 37.8565 ns/op
WorkloadActual  43: 8388608 op, 414102383.17 ns, 49.3649 ns/op
WorkloadActual  44: 8388608 op, 410841484.67 ns, 48.9761 ns/op
WorkloadActual  45: 8388608 op, 408005793.91 ns, 48.6381 ns/op
WorkloadActual  46: 8388608 op, 335927611.12 ns, 40.0457 ns/op
WorkloadActual  47: 8388608 op, 296954002.81 ns, 35.3997 ns/op
WorkloadActual  48: 8388608 op, 359884384.34 ns, 42.9016 ns/op
WorkloadActual  49: 8388608 op, 354233424.46 ns, 42.2279 ns/op
WorkloadActual  50: 8388608 op, 414559317.39 ns, 49.4193 ns/op
WorkloadActual  51: 8388608 op, 427833019.53 ns, 51.0017 ns/op
WorkloadActual  52: 8388608 op, 361734366.23 ns, 43.1221 ns/op
WorkloadActual  53: 8388608 op, 300241157.70 ns, 35.7915 ns/op
WorkloadActual  54: 8388608 op, 344489019.54 ns, 41.0663 ns/op
WorkloadActual  55: 8388608 op, 299330571.31 ns, 35.6830 ns/op
WorkloadActual  56: 8388608 op, 378077149.31 ns, 45.0703 ns/op
WorkloadActual  57: 8388608 op, 457595008.95 ns, 54.5496 ns/op
WorkloadActual  58: 8388608 op, 432248470.11 ns, 51.5280 ns/op
WorkloadActual  59: 8388608 op, 341799562.32 ns, 40.7457 ns/op
WorkloadActual  60: 8388608 op, 409283969.85 ns, 48.7905 ns/op
WorkloadActual  61: 8388608 op, 315371405.84 ns, 37.5952 ns/op
WorkloadActual  62: 8388608 op, 412117472.57 ns, 49.1282 ns/op
WorkloadActual  63: 8388608 op, 468962934.36 ns, 55.9047 ns/op
WorkloadActual  64: 8388608 op, 404838980.83 ns, 48.2606 ns/op
WorkloadActual  65: 8388608 op, 376176113.32 ns, 44.8437 ns/op
WorkloadActual  66: 8388608 op, 309154839.44 ns, 36.8541 ns/op
WorkloadActual  67: 8388608 op, 314612887.73 ns, 37.5048 ns/op
WorkloadActual  68: 8388608 op, 301851185.31 ns, 35.9835 ns/op
WorkloadActual  69: 8388608 op, 420919929.30 ns, 50.1776 ns/op
WorkloadActual  70: 8388608 op, 392932069.96 ns, 46.8412 ns/op
WorkloadActual  71: 8388608 op, 432181005.76 ns, 51.5200 ns/op
WorkloadActual  72: 8388608 op, 331023499.84 ns, 39.4611 ns/op
WorkloadActual  73: 8388608 op, 300530707.40 ns, 35.8261 ns/op
WorkloadActual  74: 8388608 op, 328414270.50 ns, 39.1500 ns/op
WorkloadActual  75: 8388608 op, 327670339.28 ns, 39.0613 ns/op
WorkloadActual  76: 8388608 op, 297851096.33 ns, 35.5066 ns/op
WorkloadActual  77: 8388608 op, 313103509.64 ns, 37.3248 ns/op
WorkloadActual  78: 8388608 op, 334703771.33 ns, 39.8998 ns/op
WorkloadActual  79: 8388608 op, 297080179.37 ns, 35.4147 ns/op
WorkloadActual  80: 8388608 op, 296723165.33 ns, 35.3722 ns/op
WorkloadActual  81: 8388608 op, 348420550.15 ns, 41.5350 ns/op
WorkloadActual  82: 8388608 op, 299908212.02 ns, 35.7518 ns/op
WorkloadActual  83: 8388608 op, 294941377.13 ns, 35.1598 ns/op
WorkloadActual  84: 8388608 op, 391365073.67 ns, 46.6544 ns/op
WorkloadActual  85: 8388608 op, 358337809.68 ns, 42.7172 ns/op
WorkloadActual  86: 8388608 op, 328068196.61 ns, 39.1088 ns/op
WorkloadActual  87: 8388608 op, 428843526.10 ns, 51.1221 ns/op
WorkloadActual  88: 8388608 op, 480721788.32 ns, 57.3065 ns/op
WorkloadActual  89: 8388608 op, 375096319.04 ns, 44.7150 ns/op
WorkloadActual  90: 8388608 op, 339968543.38 ns, 40.5274 ns/op
WorkloadActual  91: 8388608 op, 349287375.89 ns, 41.6383 ns/op
WorkloadActual  92: 8388608 op, 301214832.38 ns, 35.9076 ns/op
WorkloadActual  93: 8388608 op, 435539636.40 ns, 51.9204 ns/op
WorkloadActual  94: 8388608 op, 429216585.73 ns, 51.1666 ns/op
WorkloadActual  95: 8388608 op, 424924394.34 ns, 50.6549 ns/op
WorkloadActual  96: 8388608 op, 376268375.37 ns, 44.8547 ns/op
WorkloadActual  97: 8388608 op, 304175970.37 ns, 36.2606 ns/op
WorkloadActual  98: 8388608 op, 298708805.26 ns, 35.6089 ns/op
WorkloadActual  99: 8388608 op, 389332026.35 ns, 46.4120 ns/op
WorkloadActual  100: 8388608 op, 403561169.56 ns, 48.1082 ns/op

// AfterActualRun
WorkloadResult   1: 8388608 op, 323582181.97 ns, 38.5740 ns/op
WorkloadResult   2: 8388608 op, 390573917.41 ns, 46.5600 ns/op
WorkloadResult   3: 8388608 op, 388734875.68 ns, 46.3408 ns/op
WorkloadResult   4: 8388608 op, 422746389.84 ns, 50.3953 ns/op
WorkloadResult   5: 8388608 op, 278208212.49 ns, 33.1650 ns/op
WorkloadResult   6: 8388608 op, 284270522.56 ns, 33.8877 ns/op
WorkloadResult   7: 8388608 op, 317570196.66 ns, 37.8573 ns/op
WorkloadResult   8: 8388608 op, 332892262.35 ns, 39.6839 ns/op
WorkloadResult   9: 8388608 op, 427318284.77 ns, 50.9403 ns/op
WorkloadResult  10: 8388608 op, 480573549.09 ns, 57.2888 ns/op
WorkloadResult  11: 8388608 op, 378752704.50 ns, 45.1508 ns/op
WorkloadResult  12: 8388608 op, 301375105.80 ns, 35.9267 ns/op
WorkloadResult  13: 8388608 op, 306454989.06 ns, 36.5323 ns/op
WorkloadResult  14: 8388608 op, 279831368.30 ns, 33.3585 ns/op
WorkloadResult  15: 8388608 op, 273390528.52 ns, 32.5907 ns/op
WorkloadResult  16: 8388608 op, 308340708.83 ns, 36.7571 ns/op
WorkloadResult  17: 8388608 op, 277963882.14 ns, 33.1359 ns/op
WorkloadResult  18: 8388608 op, 291430495.86 ns, 34.7412 ns/op
WorkloadResult  19: 8388608 op, 292109150.76 ns, 34.8221 ns/op
WorkloadResult  20: 8388608 op, 298795414.90 ns, 35.6192 ns/op
WorkloadResult  21: 8388608 op, 271201036.84 ns, 32.3297 ns/op
WorkloadResult  22: 8388608 op, 285466282.59 ns, 34.0302 ns/op
WorkloadResult  23: 8388608 op, 310459454.11 ns, 37.0097 ns/op
WorkloadResult  24: 8388608 op, 279429134.90 ns, 33.3105 ns/op
WorkloadResult  25: 8388608 op, 272499999.09 ns, 32.4845 ns/op
WorkloadResult  26: 8388608 op, 301025020.52 ns, 35.8850 ns/op
WorkloadResult  27: 8388608 op, 309408833.60 ns, 36.8844 ns/op
WorkloadResult  28: 8388608 op, 277457717.17 ns, 33.0755 ns/op
WorkloadResult  29: 8388608 op, 278286252.33 ns, 33.1743 ns/op
WorkloadResult  30: 8388608 op, 321114810.10 ns, 38.2799 ns/op
WorkloadResult  31: 8388608 op, 283494500.20 ns, 33.7952 ns/op
WorkloadResult  32: 8388608 op, 273861320.28 ns, 32.6468 ns/op
WorkloadResult  33: 8388608 op, 314786289.35 ns, 37.5254 ns/op
WorkloadResult  34: 8388608 op, 286306851.93 ns, 34.1304 ns/op
WorkloadResult  35: 8388608 op, 277937261.07 ns, 33.1327 ns/op
WorkloadResult  36: 8388608 op, 356475975.94 ns, 42.4952 ns/op
WorkloadResult  37: 8388608 op, 378503268.74 ns, 45.1211 ns/op
WorkloadResult  38: 8388608 op, 410898555.86 ns, 48.9829 ns/op
WorkloadResult  39: 8388608 op, 401787221.81 ns, 47.8968 ns/op
WorkloadResult  40: 8388608 op, 276475290.36 ns, 32.9584 ns/op
WorkloadResult  41: 8388608 op, 275183256.88 ns, 32.8044 ns/op
WorkloadResult  42: 8388608 op, 296847336.20 ns, 35.3870 ns/op
WorkloadResult  43: 8388608 op, 393386633.82 ns, 46.8953 ns/op
WorkloadResult  44: 8388608 op, 390125735.32 ns, 46.5066 ns/op
WorkloadResult  45: 8388608 op, 387290044.56 ns, 46.1686 ns/op
WorkloadResult  46: 8388608 op, 315211861.76 ns, 37.5762 ns/op
WorkloadResult  47: 8388608 op, 276238253.45 ns, 32.9302 ns/op
WorkloadResult  48: 8388608 op, 339168634.98 ns, 40.4321 ns/op
WorkloadResult  49: 8388608 op, 333517675.11 ns, 39.7584 ns/op
WorkloadResult  50: 8388608 op, 393843568.04 ns, 46.9498 ns/op
WorkloadResult  51: 8388608 op, 407117270.18 ns, 48.5322 ns/op
WorkloadResult  52: 8388608 op, 341018616.88 ns, 40.6526 ns/op
WorkloadResult  53: 8388608 op, 279525408.35 ns, 33.3220 ns/op
WorkloadResult  54: 8388608 op, 323773270.19 ns, 38.5968 ns/op
WorkloadResult  55: 8388608 op, 278614821.95 ns, 33.2135 ns/op
WorkloadResult  56: 8388608 op, 357361399.96 ns, 42.6008 ns/op
WorkloadResult  57: 8388608 op, 436879259.60 ns, 52.0801 ns/op
WorkloadResult  58: 8388608 op, 411532720.76 ns, 49.0585 ns/op
WorkloadResult  59: 8388608 op, 321083812.97 ns, 38.2762 ns/op
WorkloadResult  60: 8388608 op, 388568220.50 ns, 46.3209 ns/op
WorkloadResult  61: 8388608 op, 294655656.48 ns, 35.1257 ns/op
WorkloadResult  62: 8388608 op, 391401723.22 ns, 46.6587 ns/op
WorkloadResult  63: 8388608 op, 448247185.00 ns, 53.4352 ns/op
WorkloadResult  64: 8388608 op, 384123231.48 ns, 45.7911 ns/op
WorkloadResult  65: 8388608 op, 355460363.96 ns, 42.3742 ns/op
WorkloadResult  66: 8388608 op, 288439090.08 ns, 34.3846 ns/op
WorkloadResult  67: 8388608 op, 293897138.38 ns, 35.0353 ns/op
WorkloadResult  68: 8388608 op, 281135435.96 ns, 33.5140 ns/op
WorkloadResult  69: 8388608 op, 400204179.95 ns, 47.7081 ns/op
WorkloadResult  70: 8388608 op, 372216320.61 ns, 44.3716 ns/op
WorkloadResult  71: 8388608 op, 411465256.41 ns, 49.0505 ns/op
WorkloadResult  72: 8388608 op, 310307750.49 ns, 36.9916 ns/op
WorkloadResult  73: 8388608 op, 279814958.05 ns, 33.3565 ns/op
WorkloadResult  74: 8388608 op, 307698521.14 ns, 36.6805 ns/op
WorkloadResult  75: 8388608 op, 306954589.93 ns, 36.5918 ns/op
WorkloadResult  76: 8388608 op, 277135346.98 ns, 33.0371 ns/op
WorkloadResult  77: 8388608 op, 292387760.29 ns, 34.8553 ns/op
WorkloadResult  78: 8388608 op, 313988021.98 ns, 37.4303 ns/op
WorkloadResult  79: 8388608 op, 276364430.02 ns, 32.9452 ns/op
WorkloadResult  80: 8388608 op, 276007415.97 ns, 32.9026 ns/op
WorkloadResult  81: 8388608 op, 327704800.80 ns, 39.0655 ns/op
WorkloadResult  82: 8388608 op, 279192462.66 ns, 33.2823 ns/op
WorkloadResult  83: 8388608 op, 274225627.77 ns, 32.6902 ns/op
WorkloadResult  84: 8388608 op, 370649324.32 ns, 44.1848 ns/op
WorkloadResult  85: 8388608 op, 337622060.33 ns, 40.2477 ns/op
WorkloadResult  86: 8388608 op, 307352447.26 ns, 36.6393 ns/op
WorkloadResult  87: 8388608 op, 408127776.75 ns, 48.6526 ns/op
WorkloadResult  88: 8388608 op, 460006038.97 ns, 54.8370 ns/op
WorkloadResult  89: 8388608 op, 354380569.68 ns, 42.2455 ns/op
WorkloadResult  90: 8388608 op, 319252794.03 ns, 38.0579 ns/op
WorkloadResult  91: 8388608 op, 328571626.54 ns, 39.1688 ns/op
WorkloadResult  92: 8388608 op, 280499083.03 ns, 33.4381 ns/op
WorkloadResult  93: 8388608 op, 414823887.05 ns, 49.4509 ns/op
WorkloadResult  94: 8388608 op, 408500836.38 ns, 48.6971 ns/op
WorkloadResult  95: 8388608 op, 404208644.99 ns, 48.1854 ns/op
WorkloadResult  96: 8388608 op, 355552626.02 ns, 42.3852 ns/op
WorkloadResult  97: 8388608 op, 283460221.01 ns, 33.7911 ns/op
WorkloadResult  98: 8388608 op, 277993055.91 ns, 33.1394 ns/op
WorkloadResult  99: 8388608 op, 368616277.00 ns, 43.9425 ns/op
WorkloadResult  100: 8388608 op, 382845420.21 ns, 45.6387 ns/op
GC:  0 0 0 0 0

// AfterAll

Mean = 39.6652 ns, StdErr = 0.6442 ns (1.62%); N = 100, StdDev = 6.4420 ns
Min = 32.3297 ns, Q1 = 33.6525 ns, Median = 37.5508 ns, Q3 = 45.7149 ns, Max = 57.2888 ns
IQR = 12.0624 ns, LowerFence = 15.5590 ns, UpperFence = 63.8084 ns
ConfidenceInterval = [37.4804 ns; 41.8500 ns] (CI 99.9%), Margin = 2.1848 ns (5.51% of Mean)
Skewness = 0.66, Kurtosis = 2.25, MValue = 3.21

// **************************
// Benchmark: ForEachVsFor.ListInsertion: Core(Runtime=Core) [N=10]
// *** Execute ***
// Launch: 1 / 1
// Execute: dotnet "509d8840-cb70-4ca9-9371-20a22c0c972b.dll" --benchmarkName "PerformanceBenchmark.ForEachVsFor.ListInsertion(N: 10)" --job "Core" --benchmarkId 1 in C:\Users\sverma\source\repos\PerformanceBenchmark\PerformanceBenchmark\bin\Release\netcoreapp2.2\509d8840-cb70-4ca9-9371-20a22c0c972b\bin\Release\netcoreapp2.2
// BeforeAnythingElse

// Benchmark Process Environment Information:
// Runtime=.NET Core 2.2.6 (CoreCLR 4.6.27817.03, CoreFX 4.6.27818.02), 64bit RyuJIT
// GC=Concurrent Workstation
// Job: Core(Runtime=Core)

OverheadJitting  1: 1 op, 350085.28 ns, 350.0853 us/op

System.Reflection.TargetInvocationException: Exception has been thrown by the target of an invocation. ---> System.NullReferenceException: Object reference not set to an instance of an object.
   at PerformanceBenchmark.ForEachVsFor.ListInsertion() in C:\Users\sverma\source\repos\PerformanceBenchmark\PerformanceBenchmark\Program.cs:line 63
   at BenchmarkDotNet.Autogenerated.Runnable_1.WorkloadActionNoUnroll(Int64 invokeCount) in C:\Users\sverma\source\repos\PerformanceBenchmark\PerformanceBenchmark\bin\Release\netcoreapp2.2\509d8840-cb70-4ca9-9371-20a22c0c972b\509d8840-cb70-4ca9-9371-20a22c0c972b.notcs:line 1398
   at BenchmarkDotNet.Engines.Engine.RunIteration(IterationData data)
   at BenchmarkDotNet.Engines.EngineFactory.Jit(Engine engine, Int32 jitIndex, Int32 invokeCount, Int32 unrollFactor)
   at BenchmarkDotNet.Engines.EngineFactory.CreateReadyToRun(EngineParameters engineParameters)
   at BenchmarkDotNet.Autogenerated.Runnable_1.Run(IHost host, String benchmarkName) in C:\Users\sverma\source\repos\PerformanceBenchmark\PerformanceBenchmark\bin\Release\netcoreapp2.2\509d8840-cb70-4ca9-9371-20a22c0c972b\509d8840-cb70-4ca9-9371-20a22c0c972b.notcs:line 813
   --- End of inner exception stack trace ---
   at System.RuntimeMethodHandle.InvokeMethod(Object target, Object[] arguments, Signature sig, Boolean constructor, Boolean wrapExceptions)
   at System.Reflection.RuntimeMethodInfo.Invoke(Object obj, BindingFlags invokeAttr, Binder binder, Object[] parameters, CultureInfo culture)
   at BenchmarkDotNet.Autogenerated.UniqueProgramName.AfterAssemblyLoadingAttached(String[] args) in C:\Users\sverma\source\repos\PerformanceBenchmark\PerformanceBenchmark\bin\Release\netcoreapp2.2\509d8840-cb70-4ca9-9371-20a22c0c972b\509d8840-cb70-4ca9-9371-20a22c0c972b.notcs:line 52
// AfterAll
ExitCode != 0
No more Benchmark runs will be launched as NO measurements were obtained from the previous run!


// **************************
// Benchmark: ForEachVsFor.DictionaryInsertion: Core(Runtime=Core) [N=10]
// *** Execute ***
// Launch: 1 / 1
