// Validating benchmarks:
// ***** BenchmarkRunner: Start   *****
// ***** Found 10 benchmark(s) in total *****
// ***** Building 1 exe(s) in Parallel: Start   *****
// start dotnet restore  /p:UseSharedCompilation=false /p:BuildInParallel=false /m:1 in C:\Users\sverma\source\repos\PerformanceBenchmark\PerformanceBenchmark\bin\Release\netcoreapp2.2\d0684ffb-09ca-45bf-9b84-a0a80b611984
// command took 2.88s and exited with 0
// start dotnet build -c Release  --no-restore /p:UseSharedCompilation=false /p:BuildInParallel=false /m:1 in C:\Users\sverma\source\repos\PerformanceBenchmark\PerformanceBenchmark\bin\Release\netcoreapp2.2\d0684ffb-09ca-45bf-9b84-a0a80b611984
// command took 4.85s and exited with 0
// ***** Done, took 00:00:08 (8.16 sec)   *****
// Found 10 benchmarks:
//   ForEachVsFor.Foreach: Core(Runtime=Core) [N=10]
//   ForEachVsFor.ListInsertion: Core(Runtime=Core) [N=10]
//   ForEachVsFor.DictionaryInsertion: Core(Runtime=Core) [N=10]
//   ForEachVsFor.While: Core(Runtime=Core) [N=10]
//   ForEachVsFor.For: Core(Runtime=Core) [N=10]
//   ForEachVsFor.Foreach: Core(Runtime=Core) [N=100]
//   ForEachVsFor.ListInsertion: Core(Runtime=Core) [N=100]
//   ForEachVsFor.DictionaryInsertion: Core(Runtime=Core) [N=100]
//   ForEachVsFor.While: Core(Runtime=Core) [N=100]
//   ForEachVsFor.For: Core(Runtime=Core) [N=100]

Setup power plan (GUID: 8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c FriendlyName: High performance)// **************************
// Benchmark: ForEachVsFor.Foreach: Core(Runtime=Core) [N=10]
// *** Execute ***
// Launch: 1 / 1
// Execute: dotnet "d0684ffb-09ca-45bf-9b84-a0a80b611984.dll" --benchmarkName "PerformanceBenchmark.ForEachVsFor.Foreach(N: 10)" --job "Core" --benchmarkId 0 in C:\Users\sverma\source\repos\PerformanceBenchmark\PerformanceBenchmark\bin\Release\netcoreapp2.2\d0684ffb-09ca-45bf-9b84-a0a80b611984\bin\Release\netcoreapp2.2
// BeforeAnythingElse

// Benchmark Process Environment Information:
// Runtime=.NET Core 2.2.6 (CoreCLR 4.6.27817.03, CoreFX 4.6.27818.02), 64bit RyuJIT
// GC=Concurrent Workstation
// Job: Core(Runtime=Core)

WorkloadActual  81: 16777216 op, 814941639.69 ns, 48.5743 ns/op
WorkloadActual  82: 16777216 op, 718001932.03 ns, 42.7963 ns/op
WorkloadActual  83: 16777216 op, 599971774.37 ns, 35.7611 ns/op
WorkloadActual  84: 16777216 op, 773791667.90 ns, 46.1216 ns/op
WorkloadActual  85: 16777216 op, 775571632.74 ns, 46.2277 ns/op
WorkloadActual  86: 16777216 op, 595011868.26 ns, 35.4655 ns/op
WorkloadActual  87: 16777216 op, 699320506.35 ns, 41.6828 ns/op
WorkloadActual  88: 16777216 op, 812341527.15 ns, 48.4193 ns/op
WorkloadActual  89: 16777216 op, 697420564.37 ns, 41.5695 ns/op
WorkloadActual  90: 16777216 op, 587776043.15 ns, 35.0342 ns/op
WorkloadActual  91: 16777216 op, 607096009.79 ns, 36.1857 ns/op
WorkloadActual  92: 16777216 op, 594635891.25 ns, 35.4431 ns/op
WorkloadActual  93: 16777216 op, 609242834.83 ns, 36.3137 ns/op
WorkloadActual  94: 16777216 op, 597879285.49 ns, 35.6364 ns/op
WorkloadActual  95: 16777216 op, 593325988.84 ns, 35.3650 ns/op
WorkloadActual  96: 16777216 op, 595293759.84 ns, 35.4823 ns/op
WorkloadActual  97: 16777216 op, 594987070.55 ns, 35.4640 ns/op
WorkloadActual  98: 16777216 op, 603370154.28 ns, 35.9637 ns/op
WorkloadActual  99: 16777216 op, 596803502.60 ns, 35.5723 ns/op
WorkloadActual  100: 16777216 op, 585267828.00 ns, 34.8847 ns/op

// AfterActualRun
WorkloadResult   1: 16777216 op, 570019426.09 ns, 33.9758 ns/op
WorkloadResult   2: 16777216 op, 559521608.47 ns, 33.3501 ns/op
WorkloadResult   3: 16777216 op, 609138538.59 ns, 36.3075 ns/op
WorkloadResult   4: 16777216 op, 788719887.65 ns, 47.0114 ns/op
WorkloadResult   5: 16777216 op, 685687602.13 ns, 40.8702 ns/op
WorkloadResult   6: 16777216 op, 563250746.03 ns, 33.5724 ns/op
WorkloadResult   7: 16777216 op, 741555013.17 ns, 44.2001 ns/op
WorkloadResult   8: 16777216 op, 763661075.15 ns, 45.5177 ns/op
WorkloadResult   9: 16777216 op, 588246834.92 ns, 35.0622 ns/op
WorkloadResult  10: 16777216 op, 677718056.63 ns, 40.3951 ns/op
WorkloadResult  11: 16777216 op, 756708964.99 ns, 45.1034 ns/op
WorkloadResult  12: 16777216 op, 647840466.14 ns, 38.6143 ns/op
WorkloadResult  13: 16777216 op, 563441469.57 ns, 33.5837 ns/op
WorkloadResult  14: 16777216 op, 740459537.98 ns, 44.1348 ns/op
WorkloadResult  15: 16777216 op, 686607670.00 ns, 40.9250 ns/op
WorkloadResult  16: 16777216 op, 567025102.94 ns, 33.7973 ns/op
WorkloadResult  17: 16777216 op, 567415302.15 ns, 33.8206 ns/op
WorkloadResult  18: 16777216 op, 577381063.09 ns, 34.4146 ns/op
WorkloadResult  19: 16777216 op, 569173386.66 ns, 33.9254 ns/op
WorkloadResult  20: 16777216 op, 580482964.52 ns, 34.5995 ns/op
WorkloadResult  21: 16777216 op, 553758694.24 ns, 33.0066 ns/op
WorkloadResult  22: 16777216 op, 564193788.25 ns, 33.6286 ns/op
WorkloadResult  23: 16777216 op, 568476133.48 ns, 33.8838 ns/op
WorkloadResult  24: 16777216 op, 566047781.54 ns, 33.7391 ns/op
WorkloadResult  25: 16777216 op, 580137984.65 ns, 34.5789 ns/op
WorkloadResult  26: 16777216 op, 656959093.63 ns, 39.1578 ns/op
WorkloadResult  27: 16777216 op, 814034335.34 ns, 48.5202 ns/op
WorkloadResult  28: 16777216 op, 625375566.75 ns, 37.2753 ns/op
WorkloadResult  29: 16777216 op, 603710393.41 ns, 35.9839 ns/op
WorkloadResult  30: 16777216 op, 786250692.42 ns, 46.8642 ns/op
WorkloadResult  31: 16777216 op, 793643326.55 ns, 47.3048 ns/op
WorkloadResult  32: 16777216 op, 566271325.57 ns, 33.7524 ns/op
WorkloadResult  33: 16777216 op, 563665742.95 ns, 33.5971 ns/op
WorkloadResult  34: 16777216 op, 856119326.57 ns, 51.0287 ns/op
WorkloadResult  35: 16777216 op, 566426311.24 ns, 33.7616 ns/op
WorkloadResult  36: 16777216 op, 703543410.03 ns, 41.9345 ns/op
WorkloadResult  37: 16777216 op, 672392384.33 ns, 40.0777 ns/op
WorkloadResult  38: 16777216 op, 622087317.83 ns, 37.0793 ns/op
WorkloadResult  39: 16777216 op, 566953262.52 ns, 33.7930 ns/op
WorkloadResult  40: 16777216 op, 723706498.71 ns, 43.1363 ns/op
WorkloadResult  41: 16777216 op, 694007232.91 ns, 41.3661 ns/op
WorkloadResult  42: 16777216 op, 571246547.92 ns, 34.0489 ns/op
WorkloadResult  43: 16777216 op, 554777223.60 ns, 33.0673 ns/op
WorkloadResult  44: 16777216 op, 560697676.20 ns, 33.4202 ns/op
WorkloadResult  45: 16777216 op, 634778638.53 ns, 37.8358 ns/op
WorkloadResult  46: 16777216 op, 551275641.47 ns, 32.8586 ns/op
WorkloadResult  47: 16777216 op, 577513803.75 ns, 34.4225 ns/op
WorkloadResult  48: 16777216 op, 751066757.25 ns, 44.7671 ns/op
WorkloadResult  49: 16777216 op, 740207914.19 ns, 44.1198 ns/op
WorkloadResult  50: 16777216 op, 562235134.05 ns, 33.5118 ns/op
WorkloadResult  51: 16777216 op, 663661768.03 ns, 39.5573 ns/op
WorkloadResult  52: 16777216 op, 731622802.08 ns, 43.6081 ns/op
WorkloadResult  53: 16777216 op, 760281658.19 ns, 45.3163 ns/op
WorkloadResult  54: 16777216 op, 552110740.73 ns, 32.9084 ns/op
WorkloadResult  55: 16777216 op, 567166595.74 ns, 33.8058 ns/op
WorkloadResult  56: 16777216 op, 556296083.17 ns, 33.1578 ns/op
WorkloadResult  57: 16777216 op, 567875883.10 ns, 33.8480 ns/op
WorkloadResult  58: 16777216 op, 561017129.02 ns, 33.4392 ns/op
WorkloadResult  59: 16777216 op, 548495380.88 ns, 32.6929 ns/op
WorkloadResult  60: 16777216 op, 566748316.76 ns, 33.7808 ns/op
WorkloadResult  61: 16777216 op, 569130720.02 ns, 33.9228 ns/op
WorkloadResult  62: 16777216 op, 566655690.03 ns, 33.7753 ns/op
WorkloadResult  63: 16777216 op, 574484836.75 ns, 34.2420 ns/op
WorkloadResult  64: 16777216 op, 560838804.33 ns, 33.4286 ns/op
WorkloadResult  65: 16777216 op, 569973112.72 ns, 33.9730 ns/op
WorkloadResult  66: 16777216 op, 562495874.65 ns, 33.5274 ns/op
WorkloadResult  67: 16777216 op, 640307068.55 ns, 38.1653 ns/op
WorkloadResult  68: 16777216 op, 773035702.50 ns, 46.0765 ns/op
WorkloadResult  69: 16777216 op, 765583626.80 ns, 45.6323 ns/op
WorkloadResult  70: 16777216 op, 576434374.14 ns, 34.3582 ns/op
WorkloadResult  71: 16777216 op, 579119455.30 ns, 34.5182 ns/op
WorkloadResult  72: 16777216 op, 682322407.39 ns, 40.6696 ns/op
WorkloadResult  73: 16777216 op, 696719664.47 ns, 41.5277 ns/op
WorkloadResult  74: 16777216 op, 563155566.59 ns, 33.5667 ns/op
WorkloadResult  75: 16777216 op, 681012869.65 ns, 40.5915 ns/op
WorkloadResult  76: 16777216 op, 761832244.24 ns, 45.4087 ns/op
WorkloadResult  77: 16777216 op, 582746849.32 ns, 34.7344 ns/op
WorkloadResult  78: 16777216 op, 577216595.94 ns, 34.4048 ns/op
WorkloadResult  79: 16777216 op, 604532729.14 ns, 36.0330 ns/op
WorkloadResult  80: 16777216 op, 783715491.53 ns, 46.7131 ns/op
WorkloadResult  81: 16777216 op, 686775783.87 ns, 40.9350 ns/op
WorkloadResult  82: 16777216 op, 568745626.21 ns, 33.8999 ns/op
WorkloadResult  83: 16777216 op, 742565519.74 ns, 44.2604 ns/op
WorkloadResult  84: 16777216 op, 744345484.57 ns, 44.3664 ns/op
WorkloadResult  85: 16777216 op, 563785720.09 ns, 33.6042 ns/op
WorkloadResult  86: 16777216 op, 668094358.19 ns, 39.8215 ns/op
WorkloadResult  87: 16777216 op, 781115378.99 ns, 46.5581 ns/op
WorkloadResult  88: 16777216 op, 666194416.21 ns, 39.7083 ns/op
WorkloadResult  89: 16777216 op, 556549894.99 ns, 33.1730 ns/op
WorkloadResult  90: 16777216 op, 575869861.63 ns, 34.3245 ns/op
WorkloadResult  91: 16777216 op, 563409743.09 ns, 33.5818 ns/op
WorkloadResult  92: 16777216 op, 578016686.67 ns, 34.4525 ns/op
WorkloadResult  93: 16777216 op, 566653137.33 ns, 33.7752 ns/op
WorkloadResult  94: 16777216 op, 562099840.67 ns, 33.5038 ns/op
WorkloadResult  95: 16777216 op, 564067611.68 ns, 33.6210 ns/op
WorkloadResult  96: 16777216 op, 563760922.39 ns, 33.6028 ns/op
WorkloadResult  97: 16777216 op, 572144006.12 ns, 34.1024 ns/op
WorkloadResult  98: 16777216 op, 565577354.44 ns, 33.7110 ns/op
WorkloadResult  99: 16777216 op, 554041679.84 ns, 33.0235 ns/op
GC:  0 0 0 0 0

// AfterAll

Mean = 37.5365 ns, StdErr = 0.4987 ns (1.33%); N = 99, StdDev = 4.9619 ns
Min = 32.6929 ns, Q1 = 33.7110 ns, Median = 34.4225 ns, Q3 = 40.9350 ns, Max = 51.0287 ns
IQR = 7.2240 ns, LowerFence = 22.8751 ns, UpperFence = 51.7710 ns
ConfidenceInterval = [35.8446 ns; 39.2283 ns] (CI 99.9%), Margin = 1.6919 ns (4.51% of Mean)
Skewness = 0.87, Kurtosis = 2.33, MValue = 2.81

// **************************
// Benchmark: ForEachVsFor.ListInsertion: Core(Runtime=Core) [N=10]
// *** Execute ***
// Launch: 1 / 1
// Execute: dotnet "d0684ffb-09ca-45bf-9b84-a0a80b611984.dll" --benchmarkName "PerformanceBenchmark.ForEachVsFor.ListInsertion(N: 10)" --job "Core" --benchmarkId 1 in C:\Users\sverma\source\repos\PerformanceBenchmark\PerformanceBenchmark\bin\Release\netcoreapp2.2\d0684ffb-09ca-45bf-9b84-a0a80b611984\bin\Release\netcoreapp2.2
// BeforeAnythingElse

// Benchmark Process Environment Information:
// Runtime=.NET Core 2.2.6 (CoreCLR 4.6.27817.03, CoreFX 4.6.27818.02), 64bit RyuJIT
// GC=Concurrent Workstation
// Job: Core(Runtime=Core)

OverheadJitting  1: 1 op, 392387.25 ns, 392.3872 us/op
WorkloadJitting  1: 1 op, 1204512.16 ns, 1.2045 ms/op

OverheadJitting  2: 16 op, 317264.78 ns, 19.8290 us/op
WorkloadJitting  2: 16 op, 427031.11 ns, 26.6894 us/op

WorkloadPilot    1: 16 op, 6564.10 ns, 410.2562 ns/op
WorkloadPilot    2: 32 op, 8752.13 ns, 273.5041 ns/op
WorkloadPilot    3: 64 op, 20421.64 ns, 319.0881 ns/op
WorkloadPilot    4: 128 op, 38290.58 ns, 299.1451 ns/op
WorkloadPilot    5: 256 op, 43760.66 ns, 170.9401 ns/op
WorkloadPilot    6: 512 op, 70746.40 ns, 138.1766 ns/op
WorkloadPilot    7: 1024 op, 277880.19 ns, 271.3674 ns/op
WorkloadPilot    8: 2048 op, 515646.44 ns, 251.7805 ns/op
WorkloadPilot    9: 4096 op, 1059737.31 ns, 258.7249 ns/op
WorkloadPilot   10: 8192 op, 1398517.75 ns, 170.7175 ns/op
WorkloadPilot   11: 16384 op, 2638403.12 ns, 161.0353 ns/op
WorkloadPilot   12: 32768 op, 6329979.44 ns, 193.1756 ns/op
WorkloadPilot   13: 65536 op, 14203251.49 ns, 216.7244 ns/op
WorkloadPilot   14: 131072 op, 22658540.31 ns, 172.8709 ns/op
WorkloadPilot   15: 262144 op, 49809477.03 ns, 190.0081 ns/op
WorkloadPilot   16: 524288 op, 75753713.55 ns, 144.4887 ns/op
WorkloadPilot   17: 1048576 op, 152537625.96 ns, 145.4712 ns/op
WorkloadPilot   18: 2097152 op, 322686364.80 ns, 153.8688 ns/op
WorkloadPilot   19: 4194304 op, 434066725.52 ns, 103.4896 ns/op
WorkloadPilot   20: 8388608 op, 931494875.08 ns, 111.0428 ns/op

OverheadWarmup   1: 8388608 op, 20895715.07 ns, 2.4910 ns/op
OverheadWarmup   2: 8388608 op, 24226995.29 ns, 2.8881 ns/op
OverheadWarmup   3: 8388608 op, 18155933.09 ns, 2.1644 ns/op
OverheadWarmup   4: 8388608 op, 22492979.15 ns, 2.6814 ns/op
OverheadWarmup   5: 8388608 op, 19585083.30 ns, 2.3347 ns/op

OverheadActual   1: 8388608 op, 23279212.34 ns, 2.7751 ns/op
OverheadActual   2: 8388608 op, 16136743.31 ns, 1.9236 ns/op
OverheadActual   3: 8388608 op, 16392743.17 ns, 1.9542 ns/op
OverheadActual   4: 8388608 op, 17439352.28 ns, 2.0789 ns/op
OverheadActual   5: 8388608 op, 17550577.29 ns, 2.0922 ns/op
OverheadActual   6: 8388608 op, 21711122.03 ns, 2.5882 ns/op
