// Validating benchmarks:
// ***** BenchmarkRunner: Start   *****
// ***** Found 6 benchmark(s) in total *****
// ***** Building 1 exe(s) in Parallel: Start   *****
// start dotnet restore  /p:UseSharedCompilation=false /p:BuildInParallel=false /m:1 in C:\Users\sverma\source\repos\PerformanceBenchmark\PerformanceBenchmark\bin\Release\netcoreapp2.2\b01e104f-d6e0-4494-9223-bfcc66b80240
// command took 3.42s and exited with 0
// start dotnet build -c Release  --no-restore /p:UseSharedCompilation=false /p:BuildInParallel=false /m:1 in C:\Users\sverma\source\repos\PerformanceBenchmark\PerformanceBenchmark\bin\Release\netcoreapp2.2\b01e104f-d6e0-4494-9223-bfcc66b80240
// command took 5.84s and exited with 0
// ***** Done, took 00:00:09 (9.77 sec)   *****
// Found 6 benchmarks:
//   ForEachVsFor.Foreach: Core(Runtime=Core) [N=10]
//   ForEachVsFor.For: Core(Runtime=Core) [N=10]
//   ForEachVsFor.Foreach: Core(Runtime=Core) [N=100]
//   ForEachVsFor.For: Core(Runtime=Core) [N=100]
//   ForEachVsFor.Foreach: Core(Runtime=Core) [N=1000]
//   ForEachVsFor.For: Core(Runtime=Core) [N=1000]

Setup power plan (GUID: 8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c FriendlyName: High performance)// **************************
// Benchmark: ForEachVsFor.Foreach: Core(Runtime=Core) [N=10]
// *** Execute ***
// Launch: 1 / 1
// Execute: dotnet "b01e104f-d6e0-4494-9223-bfcc66b80240.dll" --benchmarkName "PerformanceBenchmark.ForEachVsFor.Foreach(N: 10)" --job "Core" --benchmarkId 0 in C:\Users\sverma\source\repos\PerformanceBenchmark\PerformanceBenchmark\bin\Release\netcoreapp2.2\b01e104f-d6e0-4494-9223-bfcc66b80240\bin\Release\netcoreapp2.2
// BeforeAnythingElse

// Benchmark Process Environment Information:
// Runtime=.NET Core 2.2.6 (CoreCLR 4.6.27817.03, CoreFX 4.6.27818.02), 64bit RyuJIT
// GC=Concurrent Workstation
// Job: Core(Runtime=Core)

OverheadWarmup   3: 16777216 op, 51773601.31 ns, 3.0859 ns/op
OverheadWarmup   4: 16777216 op, 35844356.46 ns, 2.1365 ns/op
OverheadWarmup   5: 16777216 op, 56841815.06 ns, 3.3880 ns/op
OverheadWarmup   6: 16777216 op, 35317405.18 ns, 2.1051 ns/op

OverheadActual   1: 16777216 op, 41630974.38 ns, 2.4814 ns/op
OverheadActual   2: 16777216 op, 40096433.91 ns, 2.3899 ns/op
OverheadActual   3: 16777216 op, 35148197.30 ns, 2.0950 ns/op
OverheadActual   4: 16777216 op, 49594320.45 ns, 2.9561 ns/op
OverheadActual   5: 16777216 op, 54285463.18 ns, 3.2357 ns/op
OverheadActual   6: 16777216 op, 45014402.73 ns, 2.6831 ns/op
OverheadActual   7: 16777216 op, 54480198.12 ns, 3.2473 ns/op
OverheadActual   8: 16777216 op, 46297684.08 ns, 2.7596 ns/op
OverheadActual   9: 16777216 op, 49587027.01 ns, 2.9556 ns/op
OverheadActual  10: 16777216 op, 37765814.10 ns, 2.2510 ns/op
OverheadActual  11: 16777216 op, 37645107.61 ns, 2.2438 ns/op
OverheadActual  12: 16777216 op, 37368321.44 ns, 2.2273 ns/op
OverheadActual  13: 16777216 op, 38657437.54 ns, 2.3042 ns/op
OverheadActual  14: 16777216 op, 37296845.70 ns, 2.2231 ns/op
OverheadActual  15: 16777216 op, 36768800.40 ns, 2.1916 ns/op
OverheadActual  16: 16777216 op, 37843489.27 ns, 2.2556 ns/op
OverheadActual  17: 16777216 op, 41519749.37 ns, 2.4748 ns/op
OverheadActual  18: 16777216 op, 37530235.88 ns, 2.2370 ns/op
OverheadActual  19: 16777216 op, 34410100.84 ns, 2.0510 ns/op
OverheadActual  20: 16777216 op, 35779444.82 ns, 2.1326 ns/op

WorkloadWarmup   1: 16777216 op, 911638840.36 ns, 54.3379 ns/op
WorkloadWarmup   2: 16777216 op, 1035307559.03 ns, 61.7091 ns/op
WorkloadWarmup   3: 16777216 op, 780223755.55 ns, 46.5050 ns/op
WorkloadWarmup   4: 16777216 op, 610213956.81 ns, 36.3716 ns/op
WorkloadWarmup   5: 16777216 op, 754986618.35 ns, 45.0007 ns/op
WorkloadWarmup   6: 16777216 op, 827224892.23 ns, 49.3064 ns/op
WorkloadWarmup   7: 16777216 op, 600357232.85 ns, 35.7841 ns/op

// BeforeActualRun
WorkloadActual   1: 16777216 op, 683746087.52 ns, 40.7544 ns/op
WorkloadActual   2: 16777216 op, 592938342.32 ns, 35.3419 ns/op
WorkloadActual   3: 16777216 op, 655443151.44 ns, 39.0675 ns/op
WorkloadActual   4: 16777216 op, 605874358.04 ns, 36.1129 ns/op
WorkloadActual   5: 16777216 op, 904821658.90 ns, 53.9316 ns/op
WorkloadActual   6: 16777216 op, 909353075.23 ns, 54.2017 ns/op
WorkloadActual   7: 16777216 op, 879084191.50 ns, 52.3975 ns/op
WorkloadActual   8: 16777216 op, 841055084.10 ns, 50.1308 ns/op
WorkloadActual   9: 16777216 op, 849086988.53 ns, 50.6095 ns/op
WorkloadActual  10: 16777216 op, 893226542.74 ns, 53.2405 ns/op
WorkloadActual  11: 16777216 op, 972526328.42 ns, 57.9671 ns/op
WorkloadActual  12: 16777216 op, 1023610334.66 ns, 61.0119 ns/op
WorkloadActual  13: 16777216 op, 830218486.03 ns, 49.4849 ns/op
WorkloadActual  14: 16777216 op, 684614371.95 ns, 40.8062 ns/op
WorkloadActual  15: 16777216 op, 904628017.98 ns, 53.9200 ns/op
WorkloadActual  16: 16777216 op, 880469216.38 ns, 52.4801 ns/op
WorkloadActual  17: 16777216 op, 922682936.88 ns, 54.9962 ns/op
WorkloadActual  18: 16777216 op, 732136989.83 ns, 43.6388 ns/op
WorkloadActual  19: 16777216 op, 876544614.54 ns, 52.2461 ns/op
WorkloadActual  20: 16777216 op, 772422688.59 ns, 46.0400 ns/op
WorkloadActual  21: 16777216 op, 614387265.06 ns, 36.6203 ns/op
WorkloadActual  22: 16777216 op, 875343749.10 ns, 52.1746 ns/op
WorkloadActual  23: 16777216 op, 751044147.58 ns, 44.7657 ns/op
WorkloadActual  24: 16777216 op, 624256387.87 ns, 37.2086 ns/op
WorkloadActual  25: 16777216 op, 700795605.26 ns, 41.7707 ns/op
WorkloadActual  26: 16777216 op, 820594787.59 ns, 48.9113 ns/op
WorkloadActual  27: 16777216 op, 610082674.83 ns, 36.3638 ns/op
WorkloadActual  28: 16777216 op, 716543243.37 ns, 42.7093 ns/op
WorkloadActual  29: 16777216 op, 953305552.61 ns, 56.8214 ns/op
WorkloadActual  30: 16777216 op, 639389188.71 ns, 38.1106 ns/op
WorkloadActual  31: 16777216 op, 661794646.54 ns, 39.4460 ns/op
WorkloadActual  32: 16777216 op, 1064217309.60 ns, 63.4323 ns/op
WorkloadActual  33: 16777216 op, 649635747.21 ns, 38.7213 ns/op
WorkloadActual  34: 16777216 op, 617871707.60 ns, 36.8280 ns/op
WorkloadActual  35: 16777216 op, 859945102.25 ns, 51.2567 ns/op
WorkloadActual  36: 16777216 op, 742954260.26 ns, 44.2835 ns/op
WorkloadActual  37: 16777216 op, 595938500.23 ns, 35.5207 ns/op
WorkloadActual  38: 16777216 op, 782148859.91 ns, 46.6197 ns/op
WorkloadActual  39: 16777216 op, 918741560.12 ns, 54.7613 ns/op
WorkloadActual  40: 16777216 op, 635032450.35 ns, 37.8509 ns/op
WorkloadActual  41: 16777216 op, 587199861.13 ns, 34.9998 ns/op
WorkloadActual  42: 16777216 op, 601659112.48 ns, 35.8617 ns/op
WorkloadActual  43: 16777216 op, 625120296.23 ns, 37.2601 ns/op
WorkloadActual  44: 16777216 op, 592940895.03 ns, 35.3420 ns/op
WorkloadActual  45: 16777216 op, 584630016.38 ns, 34.8467 ns/op
WorkloadActual  46: 16777216 op, 731527622.64 ns, 43.6024 ns/op
WorkloadActual  47: 16777216 op, 952889461.67 ns, 56.7966 ns/op
WorkloadActual  48: 16777216 op, 614734432.97 ns, 36.6410 ns/op
WorkloadActual  49: 16777216 op, 650292886.45 ns, 38.7605 ns/op
WorkloadActual  50: 16777216 op, 839768520.70 ns, 50.0541 ns/op
WorkloadActual  51: 16777216 op, 688871919.48 ns, 41.0600 ns/op
WorkloadActual  52: 16777216 op, 609344578.36 ns, 36.3198 ns/op
WorkloadActual  53: 16777216 op, 922925808.54 ns, 55.0107 ns/op
WorkloadActual  54: 16777216 op, 851154679.71 ns, 50.7328 ns/op
WorkloadActual  55: 16777216 op, 602652114.79 ns, 35.9209 ns/op
WorkloadActual  56: 16777216 op, 827713917.60 ns, 49.3356 ns/op
WorkloadActual  57: 16777216 op, 786386715.14 ns, 46.8723 ns/op
WorkloadActual  58: 16777216 op, 671176932.01 ns, 40.0053 ns/op
WorkloadActual  59: 16777216 op, 810646895.60 ns, 48.3183 ns/op
WorkloadActual  60: 16777216 op, 849971318.53 ns, 50.6622 ns/op
WorkloadActual  61: 16777216 op, 617428266.25 ns, 36.8016 ns/op
WorkloadActual  62: 16777216 op, 630500304.68 ns, 37.5807 ns/op
WorkloadActual  63: 16777216 op, 836642915.57 ns, 49.8678 ns/op
WorkloadActual  64: 16777216 op, 855110643.36 ns, 50.9686 ns/op
WorkloadActual  65: 16777216 op, 630566675.02 ns, 37.5847 ns/op
WorkloadActual  66: 16777216 op, 744345484.57 ns, 44.3664 ns/op
WorkloadActual  67: 16777216 op, 864518820.55 ns, 51.5293 ns/op
WorkloadActual  68: 16777216 op, 589895517.78 ns, 35.1605 ns/op
WorkloadActual  69: 16777216 op, 757739893.20 ns, 45.1648 ns/op
WorkloadActual  70: 16777216 op, 824298762.78 ns, 49.1320 ns/op
WorkloadActual  71: 16777216 op, 646501754.62 ns, 38.5345 ns/op
WorkloadActual  72: 16777216 op, 645479213.87 ns, 38.4736 ns/op
WorkloadActual  73: 16777216 op, 599755159.11 ns, 35.7482 ns/op
WorkloadActual  74: 16777216 op, 639171114.76 ns, 38.0976 ns/op
WorkloadActual  75: 16777216 op, 593361362.04 ns, 35.3671 ns/op
WorkloadActual  76: 16777216 op, 657115902.66 ns, 39.1672 ns/op
WorkloadActual  77: 16777216 op, 628954094.70 ns, 37.4886 ns/op
WorkloadActual  78: 16777216 op, 640287011.58 ns, 38.1641 ns/op
WorkloadActual  79: 16777216 op, 589029421.39 ns, 35.1089 ns/op
WorkloadActual  80: 16777216 op, 598359558.73 ns, 35.6650 ns/op
WorkloadActual  81: 16777216 op, 717596416.59 ns, 42.7721 ns/op
WorkloadActual  82: 16777216 op, 865514375.56 ns, 51.5887 ns/op
WorkloadActual  83: 16777216 op, 660148881.06 ns, 39.3479 ns/op
WorkloadActual  84: 16777216 op, 607419838.68 ns, 36.2050 ns/op
WorkloadActual  85: 16777216 op, 816270140.39 ns, 48.6535 ns/op
WorkloadActual  86: 16777216 op, 792894289.93 ns, 47.2602 ns/op
WorkloadActual  87: 16777216 op, 588917102.36 ns, 35.1022 ns/op
WorkloadActual  88: 16777216 op, 613527732.77 ns, 36.5691 ns/op
WorkloadActual  89: 16777216 op, 593925145.20 ns, 35.4007 ns/op
WorkloadActual  90: 16777216 op, 650346128.59 ns, 38.7636 ns/op
WorkloadActual  91: 16777216 op, 1012936745.06 ns, 60.3757 ns/op
WorkloadActual  92: 16777216 op, 735654982.21 ns, 43.8485 ns/op
WorkloadActual  93: 16777216 op, 719479218.97 ns, 42.8843 ns/op
WorkloadActual  94: 16777216 op, 999099259.75 ns, 59.5510 ns/op
WorkloadActual  95: 16777216 op, 743830567.48 ns, 44.3358 ns/op
WorkloadActual  96: 16777216 op, 643315978.58 ns, 38.3446 ns/op
WorkloadActual  97: 16777216 op, 808955181.43 ns, 48.2175 ns/op
WorkloadActual  98: 16777216 op, 970777725.39 ns, 57.8629 ns/op
WorkloadActual  99: 16777216 op, 660607638.64 ns, 39.3753 ns/op
WorkloadActual  100: 16777216 op, 850970884.94 ns, 50.7218 ns/op

// AfterActualRun
WorkloadResult   1: 16777216 op, 645495624.12 ns, 38.4745 ns/op
WorkloadResult   2: 16777216 op, 554687878.92 ns, 33.0620 ns/op
WorkloadResult   3: 16777216 op, 617192688.03 ns, 36.7876 ns/op
WorkloadResult   4: 16777216 op, 567623894.63 ns, 33.8330 ns/op
WorkloadResult   5: 16777216 op, 866571195.49 ns, 51.6517 ns/op
WorkloadResult   6: 16777216 op, 871102611.82 ns, 51.9218 ns/op
WorkloadResult   7: 16777216 op, 840833728.09 ns, 50.1176 ns/op
WorkloadResult   8: 16777216 op, 802804620.69 ns, 47.8509 ns/op
WorkloadResult   9: 16777216 op, 810836525.13 ns, 48.3296 ns/op
WorkloadResult  10: 16777216 op, 854976079.33 ns, 50.9605 ns/op
WorkloadResult  11: 16777216 op, 934275865.01 ns, 55.6872 ns/op
WorkloadResult  12: 16777216 op, 985359871.26 ns, 58.7320 ns/op
WorkloadResult  13: 16777216 op, 791968022.63 ns, 47.2050 ns/op
WorkloadResult  14: 16777216 op, 646363908.54 ns, 38.5263 ns/op
WorkloadResult  15: 16777216 op, 866377554.57 ns, 51.6401 ns/op
WorkloadResult  16: 16777216 op, 842218752.97 ns, 50.2001 ns/op
WorkloadResult  17: 16777216 op, 884432473.47 ns, 52.7163 ns/op
WorkloadResult  18: 16777216 op, 693886526.42 ns, 41.3589 ns/op
WorkloadResult  19: 16777216 op, 838294151.13 ns, 49.9662 ns/op
WorkloadResult  20: 16777216 op, 734172225.18 ns, 43.7601 ns/op
WorkloadResult  21: 16777216 op, 576136801.66 ns, 34.3404 ns/op
WorkloadResult  22: 16777216 op, 837093285.69 ns, 49.8946 ns/op
WorkloadResult  23: 16777216 op, 712793684.17 ns, 42.4858 ns/op
WorkloadResult  24: 16777216 op, 586005924.46 ns, 34.9287 ns/op
WorkloadResult  25: 16777216 op, 662545141.86 ns, 39.4908 ns/op
WorkloadResult  26: 16777216 op, 782344324.19 ns, 46.6314 ns/op
WorkloadResult  27: 16777216 op, 571832211.42 ns, 34.0839 ns/op
WorkloadResult  28: 16777216 op, 678292779.97 ns, 40.4294 ns/op
WorkloadResult  29: 16777216 op, 915055089.20 ns, 54.5415 ns/op
WorkloadResult  30: 16777216 op, 601138725.30 ns, 35.8307 ns/op
WorkloadResult  31: 16777216 op, 623544183.13 ns, 37.1661 ns/op
WorkloadResult  32: 16777216 op, 1025966846.19 ns, 61.1524 ns/op
WorkloadResult  33: 16777216 op, 611385283.80 ns, 36.4414 ns/op
WorkloadResult  34: 16777216 op, 579621244.20 ns, 34.5481 ns/op
WorkloadResult  35: 16777216 op, 821694638.85 ns, 48.9768 ns/op
WorkloadResult  36: 16777216 op, 704703796.86 ns, 42.0036 ns/op
WorkloadResult  37: 16777216 op, 557688036.82 ns, 33.2408 ns/op
WorkloadResult  38: 16777216 op, 743898396.50 ns, 44.3398 ns/op
WorkloadResult  39: 16777216 op, 880491096.71 ns, 52.4814 ns/op
WorkloadResult  40: 16777216 op, 596781986.95 ns, 35.5710 ns/op
WorkloadResult  41: 16777216 op, 548949397.73 ns, 32.7199 ns/op
WorkloadResult  42: 16777216 op, 563408649.08 ns, 33.5818 ns/op
WorkloadResult  43: 16777216 op, 586869832.82 ns, 34.9802 ns/op
WorkloadResult  44: 16777216 op, 554690431.62 ns, 33.0621 ns/op
WorkloadResult  45: 16777216 op, 546379552.98 ns, 32.5668 ns/op
WorkloadResult  46: 16777216 op, 693277159.23 ns, 41.3225 ns/op
WorkloadResult  47: 16777216 op, 914638998.26 ns, 54.5167 ns/op
WorkloadResult  48: 16777216 op, 576483969.56 ns, 34.3611 ns/op
WorkloadResult  49: 16777216 op, 612042423.04 ns, 36.4806 ns/op
WorkloadResult  50: 16777216 op, 801518057.29 ns, 47.7742 ns/op
WorkloadResult  51: 16777216 op, 650621456.07 ns, 38.7801 ns/op
WorkloadResult  52: 16777216 op, 571094114.96 ns, 34.0399 ns/op
WorkloadResult  53: 16777216 op, 884675345.13 ns, 52.7308 ns/op
WorkloadResult  54: 16777216 op, 812904216.30 ns, 48.4529 ns/op
WorkloadResult  55: 16777216 op, 564401651.38 ns, 33.6410 ns/op
WorkloadResult  56: 16777216 op, 789463454.20 ns, 47.0557 ns/op
WorkloadResult  57: 16777216 op, 748136251.73 ns, 44.5924 ns/op
WorkloadResult  58: 16777216 op, 632926468.60 ns, 37.7254 ns/op
WorkloadResult  59: 16777216 op, 772396432.19 ns, 46.0384 ns/op
WorkloadResult  60: 16777216 op, 811720855.13 ns, 48.3823 ns/op
WorkloadResult  61: 16777216 op, 579177802.84 ns, 34.5217 ns/op
WorkloadResult  62: 16777216 op, 592249841.28 ns, 35.3008 ns/op
WorkloadResult  63: 16777216 op, 798392452.16 ns, 47.5879 ns/op
WorkloadResult  64: 16777216 op, 816860179.95 ns, 48.6887 ns/op
WorkloadResult  65: 16777216 op, 592316211.61 ns, 35.3048 ns/op
WorkloadResult  66: 16777216 op, 706095021.17 ns, 42.0865 ns/op
WorkloadResult  67: 16777216 op, 826268357.14 ns, 49.2494 ns/op
WorkloadResult  68: 16777216 op, 551645054.37 ns, 32.8806 ns/op
WorkloadResult  69: 16777216 op, 719489429.79 ns, 42.8849 ns/op
WorkloadResult  70: 16777216 op, 786048299.37 ns, 46.8521 ns/op
WorkloadResult  71: 16777216 op, 608251291.21 ns, 36.2546 ns/op
WorkloadResult  72: 16777216 op, 607228750.46 ns, 36.1937 ns/op
WorkloadResult  73: 16777216 op, 561504695.70 ns, 33.4683 ns/op
WorkloadResult  74: 16777216 op, 600920651.35 ns, 35.8177 ns/op
WorkloadResult  75: 16777216 op, 555110898.63 ns, 33.0872 ns/op
WorkloadResult  76: 16777216 op, 618865439.25 ns, 36.8873 ns/op
WorkloadResult  77: 16777216 op, 590703631.30 ns, 35.2087 ns/op
WorkloadResult  78: 16777216 op, 602036548.17 ns, 35.8842 ns/op
WorkloadResult  79: 16777216 op, 550778957.98 ns, 32.8290 ns/op
WorkloadResult  80: 16777216 op, 560109095.32 ns, 33.3851 ns/op
WorkloadResult  81: 16777216 op, 679345953.18 ns, 40.4922 ns/op
WorkloadResult  82: 16777216 op, 827263912.15 ns, 49.3088 ns/op
WorkloadResult  83: 16777216 op, 621898417.65 ns, 37.0680 ns/op
WorkloadResult  84: 16777216 op, 569169375.27 ns, 33.9251 ns/op
WorkloadResult  85: 16777216 op, 778019676.98 ns, 46.3736 ns/op
WorkloadResult  86: 16777216 op, 754643826.52 ns, 44.9803 ns/op
WorkloadResult  87: 16777216 op, 550666638.95 ns, 32.8223 ns/op
WorkloadResult  88: 16777216 op, 575277269.36 ns, 34.2892 ns/op
WorkloadResult  89: 16777216 op, 555674681.80 ns, 33.1208 ns/op
WorkloadResult  90: 16777216 op, 612095665.18 ns, 36.4837 ns/op
WorkloadResult  91: 16777216 op, 974686281.65 ns, 58.0958 ns/op
WorkloadResult  92: 16777216 op, 697404518.80 ns, 41.5685 ns/op
WorkloadResult  93: 16777216 op, 681228755.57 ns, 40.6044 ns/op
WorkloadResult  94: 16777216 op, 960848796.34 ns, 57.2711 ns/op
WorkloadResult  95: 16777216 op, 705580104.07 ns, 42.0559 ns/op
WorkloadResult  96: 16777216 op, 605065515.18 ns, 36.0647 ns/op
WorkloadResult  97: 16777216 op, 770704718.02 ns, 45.9376 ns/op
WorkloadResult  98: 16777216 op, 932527261.98 ns, 55.5830 ns/op
WorkloadResult  99: 16777216 op, 622357175.23 ns, 37.0954 ns/op
WorkloadResult  100: 16777216 op, 812720421.53 ns, 48.4419 ns/op
GC:  0 0 0 0 0

// AfterAll

Mean = 42.0012 ns, StdErr = 0.7691 ns (1.83%); N = 100, StdDev = 7.6906 ns
Min = 32.5668 ns, Q1 = 35.0944 ns, Median = 40.5483 ns, Q3 = 48.4121 ns, Max = 61.1524 ns
IQR = 13.3177 ns, LowerFence = 15.1179 ns, UpperFence = 68.3887 ns
ConfidenceInterval = [39.3929 ns; 44.6095 ns] (CI 99.9%), Margin = 2.6083 ns (6.21% of Mean)
Skewness = 0.5, Kurtosis = 2.04, MValue = 3.07

// **************************
// Benchmark: ForEachVsFor.For: Core(Runtime=Core) [N=10]
// *** Execute ***
// Launch: 1 / 1
// Execute: dotnet "b01e104f-d6e0-4494-9223-bfcc66b80240.dll" --benchmarkName "PerformanceBenchmark.ForEachVsFor.For(N: 10)" --job "Core" --benchmarkId 1 in C:\Users\sverma\source\repos\PerformanceBenchmark\PerformanceBenchmark\bin\Release\netcoreapp2.2\b01e104f-d6e0-4494-9223-bfcc66b80240\bin\Release\netcoreapp2.2
// BeforeAnythingElse

// Benchmark Process Environment Information:
// Runtime=.NET Core 2.2.6 (CoreCLR 4.6.27817.03, CoreFX 4.6.27818.02), 64bit RyuJIT
// GC=Concurrent Workstation
// Job: Core(Runtime=Core)

OverheadJitting  1: 1 op, 503612.26 ns, 503.6123 us/op
WorkloadJitting  1: 1 op, 653857.19 ns, 653.8572 us/op

OverheadJitting  2: 16 op, 800090.73 ns, 50.0057 us/op
WorkloadJitting  2: 16 op, 548102.26 ns, 34.2564 us/op

WorkloadPilot    1: 16 op, 4011.39 ns, 250.7121 ns/op
WorkloadPilot    2: 32 op, 1458.69 ns, 45.5840 ns/op
WorkloadPilot    3: 64 op, 1823.36 ns, 28.4900 ns/op
WorkloadPilot    4: 128 op, 4011.39 ns, 31.3390 ns/op
WorkloadPilot    5: 256 op, 5470.08 ns, 21.3675 ns/op
WorkloadPilot    6: 512 op, 13128.20 ns, 25.6410 ns/op
WorkloadPilot    7: 1024 op, 25891.72 ns, 25.2849 ns/op
WorkloadPilot    8: 2048 op, 45584.02 ns, 22.2578 ns/op
WorkloadPilot    9: 4096 op, 113777.72 ns, 27.7778 ns/op
WorkloadPilot   10: 8192 op, 185982.80 ns, 22.7030 ns/op
WorkloadPilot   11: 16384 op, 363942.82 ns, 22.2133 ns/op
WorkloadPilot   12: 32768 op, 981697.47 ns, 29.9590 ns/op
WorkloadPilot   13: 65536 op, 1453947.92 ns, 22.1855 ns/op
WorkloadPilot   14: 131072 op, 2730665.17 ns, 20.8333 ns/op
WorkloadPilot   15: 262144 op, 5452213.54 ns, 20.7985 ns/op
WorkloadPilot   16: 524288 op, 11531298.54 ns, 21.9942 ns/op
WorkloadPilot   17: 1048576 op, 22344922.25 ns, 21.3098 ns/op
WorkloadPilot   18: 2097152 op, 44519907.27 ns, 21.2287 ns/op
WorkloadPilot   19: 4194304 op, 92101237.37 ns, 21.9586 ns/op
WorkloadPilot   20: 8388608 op, 143791693.42 ns, 17.1413 ns/op
WorkloadPilot   21: 16777216 op, 275359211.20 ns, 16.4127 ns/op
WorkloadPilot   22: 33554432 op, 514517051.89 ns, 15.3338 ns/op

OverheadWarmup   1: 33554432 op, 88490618.26 ns, 2.6372 ns/op
OverheadWarmup   2: 33554432 op, 71609579.06 ns, 2.1341 ns/op
OverheadWarmup   3: 33554432 op, 66688692.87 ns, 1.9875 ns/op
OverheadWarmup   4: 33554432 op, 66054892.64 ns, 1.9686 ns/op
OverheadWarmup   5: 33554432 op, 62170769.41 ns, 1.8528 ns/op
OverheadWarmup   6: 33554432 op, 62898290.38 ns, 1.8745 ns/op
OverheadWarmup   7: 33554432 op, 67242629.88 ns, 2.0040 ns/op
OverheadWarmup   8: 33554432 op, 67392145.47 ns, 2.0084 ns/op
OverheadWarmup   9: 33554432 op, 62673652.33 ns, 1.8678 ns/op
OverheadWarmup  10: 33554432 op, 63490517.98 ns, 1.8922 ns/op

OverheadActual   1: 33554432 op, 64133799.68 ns, 1.9113 ns/op
OverheadActual   2: 33554432 op, 62453025.67 ns, 1.8612 ns/op
OverheadActual   3: 33554432 op, 64604591.44 ns, 1.9254 ns/op
OverheadActual   4: 33554432 op, 65081947.31 ns, 1.9396 ns/op
